Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2019,North_India,Delhi,South East Delhi,28.5,77.25,417.9,0.25,25.0,0.56,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,South East Delhi,28.5,77.25,527.4,0.25,25.0,0.6,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,South East Delhi,28.5,77.25,662.1,0.25,25.0,0.65,7.5,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,South East Delhi,28.5,77.25,629.2,0.25,25.0,0.63,7.4,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,South East Delhi,28.5,77.25,833.0,0.25,25.0,0.7,6.9,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,South East Delhi,28.5,77.25,648.8,0.25,25.0,0.64,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,South West Delhi,28.5,77.25,622.7,0.25,25.0,0.63,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,South West Delhi,28.5,77.25,509.4,0.25,25.0,0.59,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Delhi,South West Delhi,28.5,77.25,441.5,0.25,25.0,0.57,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Delhi,South West Delhi,28.5,77.25,459.9,0.25,25.0,0.58,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Delhi,South West Delhi,28.5,77.25,417.9,0.25,25.0,0.56,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Delhi,South West Delhi,28.5,77.25,527.4,0.25,25.0,0.6,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Delhi,South West Delhi,28.5,77.25,662.1,0.25,25.0,0.65,7.1,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Delhi,South West Delhi,28.5,77.25,629.2,0.25,25.0,0.63,6.9,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,South West Delhi,28.5,77.25,833.0,0.25,25.0,0.7,7.8,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,South West Delhi,28.5,77.25,648.8,0.25,25.0,0.64,7.1,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Delhi,West Delhi,28.75,77.0,808.8,0.25,25.0,0.69,7.6,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Delhi,West Delhi,28.75,77.0,593.9,0.25,25.0,0.62,7.0,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Delhi,West Delhi,28.75,77.0,566.2,0.25,25.0,0.61,6.6,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Delhi,West Delhi,28.75,77.0,722.8,0.25,25.0,0.67,6.8,Alluvial / Entisols,Medium,High,High,Cotton,5450
2019,North_India,Delhi,West Delhi,28.75,77.0,598.4,0.25,25.0,0.62,6.9,Alluvial / Entisols,Medium,High,High,Cotton,5550
2020,North_India,Delhi,West Delhi,28.75,77.0,695.8,0.25,25.0,0.66,7.5,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Delhi,West Delhi,28.75,77.0,1217.7,0.25,25.0,0.83,6.8,Alluvial / Entisols,Medium,High,High,Coffee,0
2022,North_India,Delhi,West Delhi,28.75,77.0,804.3,0.25,25.0,0.69,7.7,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Delhi,West Delhi,28.75,77.0,782.5,0.25,25.0,0.69,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Delhi,West Delhi,28.75,77.0,834.9,0.25,25.0,0.7,7.1,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Ambala,30.5,77.25,1456.6,0.25,25.0,0.91,7.4,Alluvial / Entisols,Medium,High,High,Coffee,0
2016,North_India,Haryana,Ambala,30.5,77.25,1236.5,0.25,25.0,0.84,7.4,Alluvial / Entisols,Medium,High,High,Coffee,0
2017,North_India,Haryana,Ambala,30.5,77.25,1774.6,0.25,25.0,0.93,6.5,Alluvial / Entisols,Medium,High,High,Coffee,0
2018,North_India,Haryana,Ambala,30.5,77.25,1582.7,0.25,25.0,0.93,7.7,Alluvial / Entisols,Medium,High,High,Coffee,0
2019,North_India,Haryana,Ambala,30.5,77.25,1641.5,0.25,25.0,0.93,7.0,Alluvial / Entisols,Medium,High,High,Coffee,0
2020,North_India,Haryana,Ambala,30.5,77.25,1386.3,0.25,25.0,0.89,7.7,Alluvial / Entisols,Medium,High,High,Coffee,0
2021,North_India,Haryana,Ambala,30.5,77.25,1470.4,0.25,25.0,0.92,7.5,Alluvial / Entisols,Medium,High,High,Coffee,0
2022,North_India,Haryana,Ambala,30.5,77.25,1597.4,0.25,25.0,0.93,7.1,Alluvial / Entisols,Medium,High,High,Coffee,0
2023,North_India,Haryana,Ambala,30.5,77.25,2494.6,0.25,25.0,0.93,6.5,Alluvial / Entisols,Medium,High,High,Jute,5050
2024,North_India,Haryana,Ambala,30.5,77.25,1667.9,0.25,25.0,0.93,7.5,Alluvial / Entisols,Medium,High,High,Coffee,0
2015,North_India,Haryana,Bhiwani,28.75,76.25,325.7,0.25,25.0,0.53,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Bhiwani,28.75,76.25,417.2,0.25,25.0,0.56,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Bhiwani,28.75,76.25,312.8,0.25,25.0,0.53,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Bhiwani,28.75,76.25,379.8,0.25,25.0,0.55,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Bhiwani,28.75,76.25,280.8,0.25,25.0,0.52,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Bhiwani,28.75,76.25,298.2,0.25,25.0,0.52,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Bhiwani,28.75,76.25,734.4,0.25,25.0,0.67,6.8,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Bhiwani,28.75,76.25,588.3,0.25,25.0,0.62,7.4,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Bhiwani,28.75,76.25,554.8,0.25,25.0,0.61,7.3,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Bhiwani,28.75,76.25,502.2,0.25,25.0,0.59,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Haryana,Charkhi Dadri,28.5,76.25,351.2,0.25,25.0,0.54,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Charkhi Dadri,28.5,76.25,496.1,0.25,25.0,0.59,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Charkhi Dadri,28.5,76.25,327.6,0.25,25.0,0.53,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Charkhi Dadri,28.5,76.25,422.8,0.25,25.0,0.57,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Charkhi Dadri,28.5,76.25,266.6,0.25,25.0,0.51,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Charkhi Dadri,28.5,76.25,280.9,0.25,25.0,0.52,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Charkhi Dadri,28.5,76.25,739.7,0.25,25.0,0.67,6.7,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Charkhi Dadri,28.5,76.25,623.2,0.25,25.0,0.63,7.7,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Charkhi Dadri,28.5,76.25,485.4,0.25,25.0,0.59,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2024,North_India,Haryana,Charkhi Dadri,28.5,76.25,481.8,0.25,25.0,0.59,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Haryana,Faridabad,28.5,77.25,622.7,0.25,25.0,0.63,7.6,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Faridabad,28.5,77.25,509.4,0.25,25.0,0.59,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Faridabad,28.5,77.25,441.5,0.25,25.0,0.57,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Faridabad,28.5,77.25,459.9,0.25,25.0,0.58,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Faridabad,28.5,77.25,417.9,0.25,25.0,0.56,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Faridabad,28.5,77.25,527.4,0.25,25.0,0.6,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Faridabad,28.5,77.25,662.1,0.25,25.0,0.65,7.7,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Faridabad,28.5,77.25,629.2,0.25,25.0,0.63,6.9,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Faridabad,28.5,77.25,833.0,0.25,25.0,0.7,7.1,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Faridabad,28.5,77.25,648.8,0.25,25.0,0.64,7.5,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Fatehabad,29.25,75.25,328.4,0.25,25.0,0.53,6.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Fatehabad,29.25,75.25,157.1,0.25,25.0,0.48,7.1,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2017,North_India,Haryana,Fatehabad,29.25,75.25,195.7,0.25,25.0,0.49,7.0,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2018,North_India,Haryana,Fatehabad,29.25,75.25,159.7,0.25,25.0,0.48,7.1,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2019,North_India,Haryana,Fatehabad,29.25,75.25,158.8,0.25,25.0,0.48,7.5,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2020,North_India,Haryana,Fatehabad,29.25,75.25,431.4,0.25,25.0,0.57,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Fatehabad,29.25,75.25,923.7,0.25,25.0,0.73,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Fatehabad,29.25,75.25,731.3,0.25,25.0,0.67,6.8,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Fatehabad,29.25,75.25,380.6,0.25,25.0,0.55,6.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2024,North_India,Haryana,Fatehabad,29.25,75.25,209.0,0.25,25.0,0.49,7.8,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2015,North_India,Haryana,Gurgaon,28.25,77.25,603.6,0.25,25.0,0.63,7.1,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Gurgaon,28.25,77.25,624.0,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Haryana,Gurgaon,28.25,77.25,524.0,0.25,25.0,0.6,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Gurgaon,28.25,77.25,505.5,0.25,25.0,0.59,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Gurgaon,28.25,77.25,461.2,0.25,25.0,0.58,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Gurgaon,28.25,77.25,713.3,0.25,25.0,0.66,6.5,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Gurgaon,28.25,77.25,762.2,0.25,25.0,0.68,7.5,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Gurgaon,28.25,77.25,813.7,0.25,25.0,0.7,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Gurgaon,28.25,77.25,687.8,0.25,25.0,0.65,6.8,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Gurgaon,28.25,77.25,620.3,0.25,25.0,0.63,7.7,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Hissar,29.25,75.75,392.9,0.25,25.0,0.56,7.3,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Hissar,29.25,75.75,331.4,0.25,25.0,0.54,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Hissar,29.25,75.75,324.6,0.25,25.0,0.53,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Hissar,29.25,75.75,282.0,0.25,25.0,0.52,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Hissar,29.25,75.75,272.0,0.25,25.0,0.52,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Hissar,29.25,75.75,319.0,0.25,25.0,0.53,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Hissar,29.25,75.75,550.6,0.25,25.0,0.61,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Hissar,29.25,75.75,459.0,0.25,25.0,0.58,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2023,North_India,Haryana,Hissar,29.25,75.75,185.1,0.25,25.0,0.49,7.0,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2024,North_India,Haryana,Hissar,29.25,75.75,396.4,0.25,25.0,0.56,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Haryana,Jhajjar,28.5,76.75,478.0,0.25,25.0,0.58,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Jhajjar,28.5,76.75,448.0,0.25,25.0,0.57,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Jhajjar,28.5,76.75,371.2,0.25,25.0,0.55,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Jhajjar,28.5,76.75,355.2,0.25,25.0,0.54,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Jhajjar,28.5,76.75,323.5,0.25,25.0,0.53,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Jhajjar,28.5,76.75,613.3,0.25,25.0,0.63,7.1,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Jhajjar,28.5,76.75,935.4,0.25,25.0,0.74,7.4,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Jhajjar,28.5,76.75,689.1,0.25,25.0,0.65,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Jhajjar,28.5,76.75,507.0,0.25,25.0,0.59,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2024,North_India,Haryana,Jhajjar,28.5,76.75,703.2,0.25,25.0,0.66,6.9,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Jind,29.25,76.25,525.8,0.25,25.0,0.6,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Jind,29.25,76.25,241.4,0.25,25.0,0.51,6.8,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2017,North_India,Haryana,Jind,29.25,76.25,331.9,0.25,25.0,0.54,7.2,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Jind,29.25,76.25,366.9,0.25,25.0,0.55,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Jind,29.25,76.25,210.5,0.25,25.0,0.5,7.1,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2020,North_India,Haryana,Jind,29.25,76.25,390.2,0.25,25.0,0.56,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Jind,29.25,76.25,586.1,0.25,25.0,0.62,7.3,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Jind,29.25,76.25,584.4,0.25,25.0,0.62,6.7,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Jind,29.25,76.25,400.7,0.25,25.0,0.56,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2024,North_India,Haryana,Jind,29.25,76.25,310.6,0.25,25.0,0.53,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Haryana,Kaithal,29.75,76.5,467.9,0.25,25.0,0.58,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Kaithal,29.75,76.5,307.5,0.25,25.0,0.53,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Kaithal,29.75,76.5,534.0,0.25,25.0,0.6,7.3,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Haryana,Kaithal,29.75,76.5,713.3,0.25,25.0,0.66,6.9,Alluvial / Entisols,Medium,High,High,Cotton,5450
2019,North_India,Haryana,Kaithal,29.75,76.5,498.4,0.25,25.0,0.59,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Kaithal,29.75,76.5,774.7,0.25,25.0,0.68,7.3,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Kaithal,29.75,76.5,772.9,0.25,25.0,0.68,7.7,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Kaithal,29.75,76.5,824.3,0.25,25.0,0.7,7.3,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Kaithal,29.75,76.5,972.8,0.25,25.0,0.75,7.6,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Kaithal,29.75,76.5,523.4,0.25,25.0,0.6,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2015,North_India,Haryana,Karnal,29.75,76.75,705.1,0.25,25.0,0.66,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Karnal,29.75,76.75,492.6,0.25,25.0,0.59,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Karnal,29.75,76.75,679.3,0.25,25.0,0.65,6.5,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Haryana,Karnal,29.75,76.75,1176.0,0.25,25.0,0.82,7.6,Alluvial / Entisols,Medium,High,High,Coffee,0
2019,North_India,Haryana,Karnal,29.75,76.75,608.1,0.25,25.0,0.63,7.7,Alluvial / Entisols,Medium,High,High,Cotton,5550
2020,North_India,Haryana,Karnal,29.75,76.75,1119.6,0.25,25.0,0.8,6.6,Alluvial / Entisols,Medium,High,High,Coffee,0
2021,North_India,Haryana,Karnal,29.75,76.75,978.4,0.25,25.0,0.75,7.7,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Karnal,29.75,76.75,1033.5,0.25,25.0,0.77,7.7,Alluvial / Entisols,Medium,High,High,Coffee,0
2023,North_India,Haryana,Karnal,29.75,76.75,890.8,0.25,25.0,0.72,7.0,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Karnal,29.75,76.75,560.7,0.25,25.0,0.61,7.3,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Kurukshetra,30.0,76.75,265.8,0.25,25.0,0.51,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Kurukshetra,30.0,76.75,179.2,0.25,25.0,0.48,6.8,Alluvial / Entisols,Medium,High,High,Muskmelon,0
2017,North_India,Haryana,Kurukshetra,30.0,76.75,275.0,0.25,25.0,0.52,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Kurukshetra,30.0,76.75,455.1,0.25,25.0,0.58,6.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Kurukshetra,30.0,76.75,286.3,0.25,25.0,0.52,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Kurukshetra,30.0,76.75,707.8,0.25,25.0,0.66,6.5,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Kurukshetra,30.0,76.75,502.9,0.25,25.0,0.59,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2022,North_India,Haryana,Kurukshetra,30.0,76.75,678.3,0.25,25.0,0.65,7.0,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Kurukshetra,30.0,76.75,948.2,0.25,25.0,0.74,6.8,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Kurukshetra,30.0,76.75,556.5,0.25,25.0,0.61,7.8,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Mahendragarh,28.0,76.0,440.7,0.25,25.0,0.57,7.5,Alluvial / Entisols,Medium,High,High,Watermelon,0
2016,North_India,Haryana,Mahendragarh,28.0,76.0,438.8,0.25,25.0,0.57,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Mahendragarh,28.0,76.0,431.1,0.25,25.0,0.57,6.9,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Mahendragarh,28.0,76.0,477.8,0.25,25.0,0.58,7.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Mahendragarh,28.0,76.0,474.4,0.25,25.0,0.58,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Mahendragarh,28.0,76.0,492.5,0.25,25.0,0.59,7.6,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Mahendragarh,28.0,76.0,768.7,0.25,25.0,0.68,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Mahendragarh,28.0,76.0,682.9,0.25,25.0,0.65,6.5,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Mahendragarh,28.0,76.0,612.6,0.25,25.0,0.63,7.1,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Mahendragarh,28.0,76.0,648.1,0.25,25.0,0.64,7.6,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Nuh,28.0,77.0,548.6,0.25,25.0,0.61,7.4,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Nuh,28.0,77.0,521.0,0.25,25.0,0.6,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Nuh,28.0,77.0,609.7,0.25,25.0,0.63,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Haryana,Nuh,28.0,77.0,526.2,0.25,25.0,0.6,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Nuh,28.0,77.0,419.0,0.25,25.0,0.56,6.8,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Nuh,28.0,77.0,509.0,0.25,25.0,0.59,7.4,Alluvial / Entisols,Medium,High,High,Watermelon,0
2021,North_India,Haryana,Nuh,28.0,77.0,686.1,0.25,25.0,0.65,7.0,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Nuh,28.0,77.0,669.9,0.25,25.0,0.65,6.7,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Nuh,28.0,77.0,470.1,0.25,25.0,0.58,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2024,North_India,Haryana,Nuh,28.0,77.0,637.4,0.25,25.0,0.64,7.0,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Palwal,28.25,77.25,603.6,0.25,25.0,0.63,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Palwal,28.25,77.25,624.0,0.25,25.0,0.63,7.1,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Haryana,Palwal,28.25,77.25,524.0,0.25,25.0,0.6,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
2018,North_India,Haryana,Palwal,28.25,77.25,505.5,0.25,25.0,0.59,7.1,Alluvial / Entisols,Medium,High,High,Watermelon,0
2019,North_India,Haryana,Palwal,28.25,77.25,461.2,0.25,25.0,0.58,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2020,North_India,Haryana,Palwal,28.25,77.25,713.3,0.25,25.0,0.66,7.3,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Palwal,28.25,77.25,762.2,0.25,25.0,0.68,7.2,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Palwal,28.25,77.25,813.7,0.25,25.0,0.7,6.7,Alluvial / Entisols,Medium,High,High,Cotton,6380
2023,North_India,Haryana,Palwal,28.25,77.25,687.8,0.25,25.0,0.65,7.3,Alluvial / Entisols,Medium,High,High,Cotton,7020
2024,North_India,Haryana,Palwal,28.25,77.25,620.3,0.25,25.0,0.63,7.2,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Panchkula,30.75,76.75,824.4,0.25,25.0,0.7,7.1,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Panchkula,30.75,76.75,575.3,0.25,25.0,0.62,6.8,Alluvial / Entisols,Medium,High,High,Cotton,4160
2017,North_India,Haryana,Panchkula,30.75,76.75,896.0,0.25,25.0,0.72,6.9,Alluvial / Entisols,Medium,High,High,Cotton,4320
2018,North_India,Haryana,Panchkula,30.75,76.75,1078.2,0.25,25.0,0.78,7.2,Alluvial / Entisols,Medium,High,High,Coffee,0
2019,North_India,Haryana,Panchkula,30.75,76.75,934.7,0.25,25.0,0.74,6.8,Alluvial / Entisols,Medium,High,High,Cotton,5550
2020,North_India,Haryana,Panchkula,30.75,76.75,925.0,0.25,25.0,0.73,6.9,Alluvial / Entisols,Medium,High,High,Cotton,5825
2021,North_India,Haryana,Panchkula,30.75,76.75,847.6,0.25,25.0,0.71,6.6,Alluvial / Entisols,Medium,High,High,Cotton,6025
2022,North_India,Haryana,Panchkula,30.75,76.75,1258.1,0.25,25.0,0.84,7.0,Alluvial / Entisols,Medium,High,High,Coffee,0
2023,North_India,Haryana,Panchkula,30.75,76.75,1563.1,0.25,25.0,0.93,7.1,Alluvial / Entisols,Medium,High,High,Coffee,0
2024,North_India,Haryana,Panchkula,30.75,76.75,859.4,0.25,25.0,0.71,6.8,Alluvial / Entisols,Medium,High,High,Cotton,7521
2015,North_India,Haryana,Panipat,29.5,77.0,609.2,0.25,25.0,0.63,7.4,Alluvial / Entisols,Medium,High,High,Cotton,4100
2016,North_India,Haryana,Panipat,29.5,77.0,255.8,0.25,25.0,0.51,7.0,Alluvial / Entisols,Medium,High,High,Watermelon,0
2017,North_India,Haryana,Panipat,29.5,77.0,448.8,0.25,25.0,0.57,7.7,Alluvial / Entisols,Medium,High,High,Watermelon,0
